particle	x_0	y_0	delta x	delta y	stable?
0	0.348002858996888046089748768146350892	0.0698727005269469051865861048812358116	4.12453578001781799054042283171343694e-06	-5.21410592334781860738488965542088217e-05	True
1	0.84874069625714028794972408271342682	0.159012295518890891613946078645311036	1.19394733594241262094047507286140224e-05	7.26882910956520768962534188683040366e-05	True
2	0.45779013483380442588041810579113972	0.883953473145802632801223346330717195	5.74838387324334590189840108312342661e-05	-2.16508560100186563428292878120008496e-05	True
3	0.0107122145134802052567433122954985892	0.326515059789588544016322585082344921	7.11215793455799192466028159292547159e-05	3.13805443813931673019266784738689552e-05	True
4	0.203970449862796840552120966528551925	0.800061273033262964013041028686762236	3.46318127584806320008962040145804635e-05	2.44934065979830185197912524128170143e-05	True
5	0.838319069832587746747955471123142521	0.498062942817426415193514283889263627	-7.50547914864893515521187927152526983e-06	-4.80172960815320871038321168216497239e-05	True
6	0.914097172636726179536476493456903484	0.914598813953445250353345343931611917	2.26749720982578183501242953857809412e-05	-1.704209985374134170969960927131023e-06	True
7	0.236678606264013399591775627404739591	0.279683188242993370591887708323207817	5.66342005800725780868697754534591608e-05	-2.97974662468536353866623621546522411e-05	True
8	0.936250146553538704945347417165246905	0.709739049641850881987067010813432316	-8.84867470806306005077599093612566311e-05	-1.00870928853997463762603175920101421e-05	True
9	0.468401043496891455009441232027757145	0.697261032306289739376158796276287814	-4.29488734956059489029606979266405994e-07	-2.52382188962803456695114849461916329e-05	True
10	0.576696359374809962861966191667280447	0.299614592835747751087369357991148485	-3.86657115650670630709229709223995955e-05	-8.13201548705725204463611807376447033e-06	True
11	0.32110304930422276520468886372315399	0.51319503722081138176916417994452803	-3.15536527445911311001778894237702359e-05	2.45438041677490462702341864864808623e-07	True
12	0.633823193276533132936062805730852551	0.59451321501842904509258776343439366	-2.26632852687012839666819547622697098e-06	-2.92661188189203570431207101854726496e-05	True
13	0.675271817406005146490897076346444873	0.969150690462946449369947178637117702	3.5358965830403256893346072867240007e-05	4.13634112189958233966954252395212073e-05	True
14	0.746395698414027905254169500557384378	0.745568792909857241867548897580281672	-7.63600225592353859007639509938804966e-05	1.7196685969263435234273521730828759e-05	True
15	0.072981004130301181461382942861116187	0.544068632568096623151891379908162335	-2.25352112013720973411300119692628409e-05	5.39190069508026975991709973832818186e-05	True
16	0.0846820802729857969543435713600187145	0.0840436331517195812208520166442085155	8.78019155089556034209630236356978525e-07	1.34571315466985067158912093548518223e-05	True
