particle	x_0	y_0	delta x	delta y	stable?
0	0.348009103234551802613270124923481623	0.0698718728437338620710526677913404942	4.75672282273724409354702166859652902e-06	-6.67739335146025059499215753091147094e-05	True
1	0.848742800184919094467506366862624816	0.159006569819641238505506560781034259	1.46363578952684474159962313533169187e-05	9.15930502554698227726008259991759508e-05	True
2	0.457797603762001021510723414763158851	0.883950427379748232907672948643995415	7.25159430987756098061474982260231892e-05	-2.77620239242206284730981779348302646e-05	True
3	0.0107239838516534454036788296906555433	0.326522517080448236676389389826980771	8.88117155537234944826038974107243255e-05	3.98476173644412288447936214547675269e-05	True
4	0.203978352943377884594005084109233174	0.800063638781972137363649942932122193	4.32132488108292944350934792380317973e-05	3.1340938194795060006709413227051137e-05	True
5	0.838318064989625176047487170808465356	0.498063014917277225796740046790528984	-9.65158107336155086208998662426604279e-06	-5.97181054454976173598779835661602929e-05	True
6	0.914104042745839896789892570249394561	0.914605827103482315898966887795443474	2.85924846240839591059743987649413659e-05	-1.65755294672683228186141529005999949e-06	True
7	0.236680664540504354649517856805944702	0.279682403436596003767293049887859802	7.24308857906720796340886862586934337e-05	-3.79178985621867053420806595054142163e-05	True
8	0.936237474301042795126741542281256388	0.709743044173185457133382075367145207	-0.000110573236083646998887551490794074779	-1.20539080472137975423387439016598779e-05	True
9	0.468392220965852099712818617384661698	0.697256925953782478720222348296817203	-8.11943857742097448233846686718321772e-07	-3.2099182784450838452688591439569286e-05	True
10	0.576698179702783559794404661151045639	0.299612880628493839311119651471507348	-4.9198876579309361724446774254455382e-05	-1.03814900717261320748243065536742109e-05	True
11	0.321099403715539853447096474392117272	0.513191858121594850819182832057055839	-4.01523372125401755952847787920738967e-05	4.492865623608774709431861372816091e-07	True
12	0.633816393713107387240922534441463041	0.594507931199742073085838451100189932	-3.0926934001563989033581103449322453e-06	-3.68104390507630755722575542115305733e-05	True
13	0.675275438327584693942938615289065329	0.969149664585834565743041179009046312	4.44850575101717743776214668121879069e-05	5.18312140193141469760916090619767525e-05	True
14	0.746382253516070116412782209857952624	0.745562894682257431477358432977603214	-9.56436300436969638673183989350545459e-05	2.13341923259848463616163077504382969e-05	True
15	0.0729782682077327958535696104508535661	0.544078432021028123274818463241628238	-2.85078144264014652836175894038404349e-05	6.80054348949449142090759581660867949e-05	True
16	0.0846877067474260717065667058924306076	0.0840466919396941219218520061030380548	8.89662858004459031324433480501655579e-07	1.75641923531887644525740806881479862e-05	True
