nDim	2
numParticles	1021
phi	0.870000000000000000000000000000000092
potentialPower	2.5
excessContacts	259
energy	0.0572802406979069547907957539745922365
pressure	0.00218112362174120941404786093980454643
LEshift	0
isFinished	1
