nDim	2
numParticles	7
phi	0.870000000000000000000000000000000092
potentialPower	2.5
excessContacts	3
energy	0.0059894985519062855217131864247748157
pressure	0.0114858078272904272587254425537312106
LEshift	0
isFinished	1
