particle	x_0	y_0	delta x	delta y	stable?
0	0.386456060439127620258012660188858481	0.271710063251275156008699937298324631	-0.000131761328780334384189079343573075885	0.000557541626720397358962784450898376901	True
1	0.0610065659265747538054816038668367142	0.801676981898010366637904342804626375	-0.000814663405957909622773776682710341779	0.000444602490402247681652014450418109864	True
2	0.578940539168495187263789721660850218	0.0916033425427684158268505614748603817	-0.00109608870780538797911292766194839984	-0.000147948062489017000318070379036049671	True
3	0.082701788941995544214355800225244715	0.459134754848486482449673886718365725	-2.21517909325381953019912673594909367e-05	0.000422706517183581003084214590781937081	True
4	0.406844800563057156876580818965772002	0.816884165389000879489645023730688539	-0.000650376204590743206739361886057052181	-0.000304899879886040715452682089638397618	True
5	0.72257790546864864161595995648412162	0.629787426444122166429979148959504175	0.00163414095269617976946801494781556283	-0.000671023075981750399217353444547841307	True
6	0.160673115319460267862516171424875536	0.0780080371356298131339018535236900673	0.000435363669071215323421358893085409449	8.63152774166230060711977091542825217e-05	True
7	0.872710757130522950953696029021752394	0.174212110130915901649729762694770024	0.000484685251795932157316973341958403941	-0.000221142057140921008632574614332337599	True
8	0.448488549663322828724906469850004872	0.514281339753904009350084632484779207	0.000924262602022058190012701247792931441	0.000186580509486184806263019308902209439	True
9	0.661914034641314642752617774408824385	0.348900928794560254998816350700924591	0.000220164074259224512118164147622532907	-0.000498050670235191337510006284746691265	True
10	0.79365225137313214878188484091140007	0.913345382967996565582827820349816137	-0.00110061920049901357452486871508130934	1.11375682744045378911838590298898908e-06	True
