particle	x_0	y_0	delta x	delta y	stable?
0	0.386418993916372771354217348672152659	0.27171279596798610896955420278206949	-9.79820082307336946494653614329580944e-05	0.000414061595074233094650940918024854838	True
1	0.0611255195295502825452598599018202003	0.801591107294227389661084728081819177	-0.000605656256444189036662177153521216845	0.000329779548023743278847804422282981112	True
2	0.579058339208198753110062646759164544	0.0917104207809835277091175539295309348	-0.000813951213571876580531771227979800323	-0.000109495396066375969335654037707501474	True
3	0.0825527697583030735355931043842917969	0.459108485833462309374730773072801864	-1.73315084519289937531663563849187415e-05	0.000312635728717479876869077331208218157	True
4	0.407093552076936526417905567651842579	0.816905316720768061719923103089784097	-0.000484049780495471887776890826395853237	-0.000224978920915309019318834532677875606	True
5	0.722417243527165483469701209984473705	0.629872492332736407113229412946173167	0.0012153348633921687591009528197109838	-0.000498396037779118466317623639112081142	True
6	0.160688257895296507968271816715373206	0.0778940423130762783439309526146581388	0.000322909188680926208345491259456654776	6.45088711542540316735166684713348893e-05	True
7	0.87264069754720313645182182417087207	0.174170553655571237842084168890974617	0.000358985848413853123589285125548832957	-0.000165029585432949363270330867730237306	True
8	0.448349238938882449623821940061588241	0.514270148670733635802519650951164532	0.000687542097448713069374411745248205935	0.000139137566561253225088872214279029339	True
9	0.661935758296722899209264651798754629	0.349001834993021712422394484935805399	0.000163391215808098295608999328430749636	-0.000369613426958311353893838157518996717	True
10	0.793716751394267492138310177308029987	0.913330431266287795969264669953285988	-0.000818371003115098488799907614943042486	-7.32089615705338936922749217478915449e-08	True
