142.57	9.356478614384986e-11
142.58	1.0035890888275057e-10
142.59	1.0753136492425348e-10
142.6	1.1500678497291946e-10
142.61	1.2288452472571755e-10
142.62	1.3117912113446067e-10
142.63	1.3985765816860795e-10
142.71	2.2536999293278975e-10
142.72	2.3828086633206276e-10
142.73	2.5177962330516143e-10
142.74	2.658269673129907e-10
142.75	2.8050030887296714e-10
142.76	2.957595132705849e-10
142.77	3.1162316837613187e-10
142.78	3.281738856415773e-10
142.79	3.4537053327425456e-10
142.8	3.632338976488309e-10
142.81	3.8185255077558426e-10
142.82	4.0118454205746403e-10
142.83	4.213227681362834e-10
142.84	4.4222510217299744e-10
142.85	4.6398900656350886e-10
142.86	4.865726376946064e-10
142.87	5.10004736282534e-10
142.88	5.343904397368721e-10
142.89	5.596891496079322e-10
142.9	5.85934603243748e-10
142.91	6.132413342040807e-10
142.92	6.416511629708424e-10
142.93	6.710463815391365e-10
142.94	7.016316115447276e-10
142.95	7.334577353092243e-10
142.96	7.664942752200048e-10
142.97	8.007963511950227e-10
142.98	8.365119345191192e-10
142.99	8.736221288935622e-10
143.0	9.12290924174159e-10
143.01	9.525127337364203e-10
143.02	9.943806138075496e-10
143.03	1.0380964958555928e-09
143.04	1.083790058819377e-09
143.05	1.1314201269760191e-09
143.06	1.1813677282124398e-09
143.07	1.2338816140762656e-09
143.08	1.2892106296592194e-09
143.09	1.347951667288306e-09
143.1	1.4122382144311807e-09
