particle	x_0	y_0	delta x	delta y	stable?
0	0.486510441166026363381642097926454464	0.587944111030542157252790313632071707	-0.00159290707950961113407257334010649576	-0.00079551791177527327218466011108827114	True
1	0.956281448888040546452847908271217373	0.183671567290971677236277471563271878	-0.00113201302033268680484499679379348907	-0.0052923448724237685031026913462474877	True
2	0.929689583585819470417825426333641826	0.896210514049814923471484471757335883	0.024393191468194330382135079708426179	-0.00611783751880534986737457586125292817	True
3	0.238428386570579724729672431099942278	0.937973991451017607499028155737470011	0.0216976786658900819866331274474161813	-0.00668678848050710598190806083042551219	True
4	0.601756741650921215512622991835543889	0.852215992086891746364617358772261115	-0.0110721633224847063677283045076750418	0.003904398356948385512403269169106067	True
5	0.365716683018683265220963024892389552	0.361062429158240144512806355019129852	-0.010987414255227575383637874473501209	0.00416637639472871352771748614658744236	True
6	0.724335012370446546372845178969809393	0.071501375596520044991246313875353608	-0.00474458273543490312373952984806889459	0.000945327600687705290776619718859867689	True
7	0.465725200924687786552798621356647813	0.118673496600385299395616407779525536	0.00187650747487442726483498980241497575	0.00957202974236799766630368549471884517	True
8	0.181965883145927907942222706698945396	0.648946609307391963430940204819387811	-0.00267654001005832333891917055857494378	-0.00190841818647797252923857493574065122	True
9	0.109584810129671752904007834550711109	0.400178911718725669497691085776428819	-0.00677861975075783287857061653198611381	-0.00221043714802681865824463381430447184	True
10	0.847412025126641941726785380346565085	0.592620099926088789579829393220673524	-0.00469483520312428888684639654929008728	0.00717506970338577930269836778029503779	True
11	0.22282753943650135948418820093560821	0.196879889002574729974323966132693014	-0.00195457273375557994046990355648605658	-0.00391504287681017505777846743262687927	True
12	0.658225534790143741087614760617290289	0.326810577467380568966838618575754607	0.00560255039076817843785218954192769596	0.0032464228404764813985196516208794184	True
