nDim	2
numParticles	1021
phi	0.870000000000000000000000000000000092
potentialPower	2.5
excessContacts	265
energy	0.0666528681687510454122912870321765715
pressure	0.00239575360481087178192584277390296228
LEshift	0
isFinished	1
