particle	x_0	y_0	delta x	delta y	stable?
0	0.384832387377027616671425666220849144	0.252757789126333227543131046001786129	-0.00033034472095519530131570671302902367	-0.000853528051998193929499228118505721133	True
1	0.0870884196403988996417653103322062827	0.800279742991694827850867676486940502	0.00195403000376128035394934209913631412	-0.000798070714524029063830336983893324172	True
2	0.600885270793307724029925108428228362	0.0850921091182846695511911103619057815	0.00182610328635392572353772885707301007	0.000571716640834850230289671606639083769	True
3	0.0758544210642221450181431875220607978	0.456479067520808991868377743065090651	-0.00178035912946639471301136767754900994	-0.000448952400071223855614473530554897333	True
4	0.413985030349371556390006324951585237	0.826466041252759084329675110286847406	0.00171924143945050935399865704795321177	0.00045205194902323282747646948567822268	True
5	0.721826415640905355270967898681802769	0.634972072422511008396233637842321773	0.00194620529412819157056852035171397374	2.25108727492279570266283009356697169e-05	True
6	0.148495133049682358701537288081770517	0.0844264295986996383666154432999083442	-0.00105806128312977619256143841790959743	-0.000182867951363449703284604445308251976	True
7	0.860879271129899526150406371689180531	0.186628302943237337781057419884540566	-0.00197187341627791858253139536158719866	0.00023766882126085895649553808860640425	True
8	0.417297190186355152698645805771583936	0.509459367019484848934627733763806474	-0.00222544103652670630216279835415386529	-4.96302285279890749636073741352996788e-05	True
9	0.638872768293404915590668255988299068	0.355124134054916152863062948221212977	-0.0014167156577581650381461311053637825	0.00117950970809822065442036917329470865	True
10	0.826347535508212902259452121339041513	0.912282937281959491512359604587701812	0.00196981769456444840662557379070126594	-0.000119425357952598171992499472403907408	True
