particle	x_0	y_0	delta x	delta y	stable?
0	0.34800997559882878696625554735341114	0.0699234388921808805398201595324247631	-1.17584096870355502350540568978621405e-05	0.000114551051675492116339390519609106993	True
1	0.848732361645245134254496518785612072	0.158931984225426514401747034143831102	-2.95286539962098836745903643619952767e-05	-0.000167431254570634662225263741749074679	True
2	0.457741871996186411719353350814264277	0.88397022156335143367118710100207271	-0.000131952303688289761811280601318666892	4.73791956099586902286561749385125522e-05	True
3	0.0106561768984602981164574718684236198	0.326493653188374884048010779250305364	-0.000167664689336358761231191933304267746	-7.07097657178509900638163123135677649e-05	True
4	0.20394254122356552248256966025161891	0.80003939857028113440103026858978771	-8.18133992374419866216862461612811423e-05	-5.39395951534270240249165970294650912e-05	True
5	0.838325445702257164530294584749458769	0.498112496267033791129822752321681683	1.62944173152408327203512001725410875e-05	0.000114438225471712697202603118273489952	True
6	0.914086358011053453066272379308898399	0.914609714295620298622102688799885124	-5.22171858419689825092147358700104357e-05	6.54516797371731515516058508636045379e-06	True
7	0.236630007548555093085511191394044041	0.279711846256102003826840743846828052	-0.000124992692054354868870132635281788005	6.66888777086628027512911676783487881e-05	True
8	0.936323739747281692085741752737416662	0.709755172241614229440181394329335492	0.000208317812755705729796449323130051842	2.65387365091151586542450345534310588e-05	True
9	0.468389335274531137861967917889620856	0.697281730031318620686491036730106151	-3.23310064713165286209228151006178762e-07	5.6512803225614875844786025238715714e-05	True
10	0.576738135656000694027030052256418121	0.299621311999058301675506659102157852	8.66214027003058894436028970520467181e-05	1.79952291773613175783947204519653257e-05	True
11	0.321130253515212312612247720524366753	0.513191712475501811517373303757770912	7.06978966016236820019788249076960058e-05	1.00054137668047128254390924165320746e-07	True
12	0.633815903581888848502999004437192728	0.594535860831668909294483018525902104	4.06689062079130128228065980419624411e-06	6.76442308216104935017274951615026524e-05	True
13	0.675241884894737596552870543084117396	0.969108468082873042667336372405752861	-8.18377272749254470867921204223582126e-05	-9.66761318854874304645741704879170254e-05	True
14	0.74645412593780797021340776179625824	0.745544410593727215674149615308227394	0.00017870861349936883882805740058199648	-4.13219605850065677343549693834146574e-05	True
15	0.0729998437028614817316584311900300361	0.544026888129183066397901603914595429	5.13575343276507265157670153868842684e-05	-0.000123760890113312867521940165725543413	True
16	0.0846909374891389273246877124554493755	0.0840358893674803369950663258374111225	-3.10726380376548087960079355366572411e-06	-2.79565297419644141471633144402509319e-05	True
