particle	x_0	y_0	delta x	delta y	stable?
0	0.348000839841812202846523214970286852	0.0699125983209155227030122062826855977	-8.78239041268171494205814189878152624e-06	8.55128170728357312840792070431624989e-05	True
1	0.848731658703350120697199991764399951	0.158956227255583966087247941894201511	-2.20630494059528593203379005120678285e-05	-0.000124999809121482475450522007090420668	True
2	0.457744844830526975259944168412550947	0.883969804225976225849559038846806294	-9.85149576450034735512365131271802686e-05	3.5367009406538580081316464932552619e-05	True
3	0.0106557342527333158583825281779228769	0.326490549514655448900966192766999693	-0.0001252543686299251677658327056541943	-5.27937720269302301103116516452435792e-05	True
4	0.203940911120875608337361755525936803	0.800042143594546385794541360400615263	-6.11143247085562767739260539577830737e-05	-4.02766864134199271421714491157761612e-05	True
5	0.838325070150263611272564257364787227	0.498101496703684611940962179569235838	1.21615015295194544910305036147441235e-05	8.54897041773110482834412533499829074e-05	True
6	0.914080829297599327067321951501187238	0.914600005652386515845483802112164093	-3.89603397527872851311146109458915044e-05	4.86291112202175980382239546292516717e-06	True
7	0.236638110233122380690645942013656694	0.279706200523403468287133137320055551	-9.32963977743622590436991349689659309e-05	4.97872409459829351255084280494649711e-05	True
8	0.936321196437428124202874893932168926	0.709747473437774177143553126363900566	0.000155596589877471829860576408112061916	1.98320078972158262158253729346753288e-05	True
9	0.468401587298812484421247267894423614	0.697281286509011583088376510923037152	-2.63974601211805360948515360772929877e-07	4.22045735506210649161423264067660039e-05	True
10	0.57672653228579889194871367032461796	0.299621485141347076523660573277765481	6.46625534596824704138845485761134382e-05	1.34393651723526595485816944846393859e-05	True
11	0.321127928324169805961595686889858165	0.513195798914815090749123708108625151	5.27695351234757824669054973967603831e-05	8.23758812139623456985387609300779354e-08	True
12	0.633825011604903024581055449571201042	0.594536556248566992603723566715212465	3.0184870356678656192270506772950372e-06	5.05251113160414188875305157343395771e-05	True
13	0.675244575113621979997512793672065011	0.969118834334556680834346065976554663	-6.10883739078216178359475107473821637e-05	-7.22008374793995505644066817859577248e-05	True
14	0.746456074094510852845096369482148367	0.745556025814543518252740003986715505	0.00013345745348197359030045765246801182	-3.08576878249922306485575258207675171e-05	True
15	0.0729986625519838372423988628569410961	0.54402586343965935604727886945718279	3.83355689347229209898486545881629706e-05	-9.2427462659910722483989761454989475e-05	True
16	0.084682345929074253288426289663930045	0.0840343139825983370553124290628587568	-2.32646889969882652540084510736461076e-06	-2.0852863929491813020293916668355316e-05	True
