particle	x_0	y_0	delta x	delta y	stable?
0	0.384858886492508150801972701210692118	0.253317530470855055467106143780730654	9.19183775118129989723667020865679598e-05	0.000242110675845141593698638507826707785	True
1	0.0862552095298724599787335672959760814	0.800513596317033445567282144656968084	-0.00055624150817431398285576484062323282	0.000226661640699147500422036300593052737	True
2	0.600032457504555929253530629911012349	0.0850380168508309626249410638111917996	-0.000521150342002652066695662635279097214	-0.000160291763876340942594404293413636969	True
3	0.0764612346900955776255293067075034176	0.456570884116182857626956231696913928	0.000498531377236770930898062624112615087	0.000127714049271198585763532534106253907	True
4	0.413468614064465428078278965783420014	0.826236150822733724240419547227724392	-0.000486373002678351903401989078102486537	-0.000127155548923776124372484489857301909	True
5	0.721369839151700099704744751028909463	0.634834486312929471549539127137923774	-0.000531605344922848947050310367640757597	-1.09707385667799086311937266297018517e-05	True
6	0.148958770700791293914498403185694904	0.0843848384760275456274440946318974595	0.000302549911879271459571032087182058608	5.06122847181692985692694667996012996e-05	True
7	0.861637624452179041587876192653544485	0.186376961793312431103535284852166233	0.000562209450358622665104598824460543186	-6.63125038704135182615600896513951502e-05	True
8	0.418235017788794226230127312519472088	0.509564279909241155276343806999217592	0.000625058314302438899777832662987004655	1.24608840501054868606268298862983813e-05	True
9	0.639518665017672437955361037516452827	0.354695977733212950427875630497095138	0.00040015450478496136503919939548921213	-0.000333114219481775957358423208381581682	True
10	0.825367815804507599764815834735040408	0.912314691877923238373997769976481666	-0.000562186998384967381698606382940706373	3.53205274038207899415881659626036363e-05	True
