particle	x_0	y_0	delta x	delta y	stable?
0	0.599157065899751052622754359301848688	0.854207289589458358441195365308171874	-0.000792409130196799234202410982543521001	0.000132232515429837005549533629110300738	True
1	0.679083103378973216871393068209841557	0.175752462279500786831928102072869233	-0.000127577868837024660159689432845698581	0.00014029562309341722305049139439683589	True
2	0.410243128795486174676842745069075421	0.331867219068701344549780887104539892	-0.000157517705701541657830730538129290358	-0.000287831817874751451522794426981066885	True
3	0.895255188400149021490469180465576689	0.908550875759956998534743596495425555	0.000582610440572666589088692566745524349	0.00162014231261720601199385250840234283	True
4	0.156582151036247127101571105859241679	0.8226007990475968866042168412991113	0.000830971178463132826733750893217137926	-0.00020776825546597142274692066081833378	True
5	0.535580258182216217053936833416803232	0.675143391323634780280782742959930495	-0.000425948930564792482883287087321029479	-0.000234257356262957225137032351975588053	True
6	0.811157281649267108060445552678821428	0.311033404140853185196099685319827599	-0.000189854904852608823173812726323387486	0.000693154082958032660588343394753393545	True
7	0.97477043936229432528270849039350646	0.903142858068821223841657363331799514	0.000484159823163765831890289212981462641	-0.000123130824417329702563766540527051208	True
8	0.191676777797977760914787197322125367	0.280749666455529462187795675982954574	-0.000778047223849314536127522444558927638	0.00062636834645690203293824257300230695	True
9	0.0765769031371635401249525176117288429	0.385179885101022040093141547981398354	4.01984636139942903808996957369561928e-06	-0.000100096386155711981589770899526467467	True
10	0.972282736034664256157005811165994535	0.660138835480422598219727179223625822	-0.000281278840681228950802104550553300734	-6.63067042831659746377299848151888442e-05	True
11	0.288828990051173866213277459280314778	0.627557665294789577639207443252083477	-5.17184345578475953433471238001904521e-17	5.38783987298963567422186526468534767e-19	False
12	0.322292239625288724257036884209235907	0.561593253617957487849876012296569975	0.00037487213019014621551663465548742533	-6.45810035225085858370789529664406902e-05	True
13	0.0709589712783395469690997739584493897	0.870421385984295445533985263034537078	0.000528274012705017262255428085308408603	-0.000429764791432061011190171502871076904	True
14	0.520650373856817049450388372107452028	0.926780958169198605561759961048400944	-7.4216843107065377145504695690155847e-05	0.000289830501029704694747883154180347136	True
15	0.729605603228225819565082214052548971	0.547249409385384309407133559109981794	-0.00107598081124635794758515293539272643	-0.000778302514031521025123172976601745528	True
16	0.902113921256761336380919220081138848	0.27197485691770216645017897094456045	-0.000356138569451230542803219642855082602	0.000190516806583854739918294928138856704	True
17	0.487919273740440775710297743714103467	0.841290552992247771652319853742412803	-0.000769826208667457091792252831678949338	0.000512725043379135029222603350808899137	True
18	0.592361578709977790504859150658204637	0.944860907949557477675838615804588886	-7.43615649660862175487400621378040915e-05	0.000330834778119115011188984558727741078	True
19	0.629503400408204773328606434091280792	0.288480838959749360902695708895988815	-0.00017096599021412942977921781738574352	5.45301216059789518110439954795195871e-05	True
20	0.5523153653556708285809722523477214	0.763222879920391848307605265800089905	0.000382148918723688305112855810345850914	-0.000483322830379333370986108444348070082	True
21	0.886165180373766422099887189395513894	0.715343224108252787516094431132916287	-0.000485892552953057837318879688346192666	-0.000455004419324910679538532329218521772	True
22	0.465616615084844953376951352511331584	0.599204707231961992036975709237881896	-0.00025383932799663783604356810720790326	-0.000187181105572582141036867215757326941	True
23	0.673330331579471485764341939885931215	0.405075132696716906265125416939380391	-0.000660999246230416569593017075699658192	0.000194045809100872537352701124703491882	True
24	0.806941562752265794641430052926200508	0.546067126646033739614386798939374164	-1.44287363164944465167090464231524578e-16	5.29558864732999880456285688502994175e-19	False
25	0.338639421299564005190893957387601075	0.0259466217073438971694707607813737501	-0.000630081735728068375904336544634907014	0.000977486147746259800110578388273378212	True
26	0.68681694879834332572431069318843485	0.881036945651889352449386629065161212	-0.000477457294803984457308545255773766182	-0.001214339365387589997976445685322978	True
27	0.276738491615285965769164106567835031	0.0735859633357629104189942823159136209	-0.00102665856580984831472859255146682842	0.000453858358938862500065387489808071306	True
28	0.404093639977513055752469269554188478	0.870473044258882356785312593646478641	-0.000781981405741652223832799637291031347	0.000337602665825220818181730860748090766	True
29	0.421305482119126608210004573948272455	0.670053756694512094680577276967579238	0.000142893764154471787451249728394841427	0.000140447581456197466522629039909998097	True
30	0.287517276758267843769194092184073238	0.460057977402009064914614907326211865	-5.55951531603952594477123738378262611e-05	8.77302961420249890003347586286039471e-05	True
31	0.115686365793037510498414008017313081	0.598968507546959264898272767254066516	0.000339971073180909913754860636659812966	0.000565896451949340855808597658790794031	True
32	0.332252204347491411203038272667026745	0.927817732718771373024680923144361046	-0.000179858404833165814426317866240499109	0.000938620580749530064360530409308467505	True
33	0.641127001936409138894653506225326263	0.0737017467966790603594839443501164344	0.00124456154307131868764772007018044499	-0.000552503506949700659442292654117210303	True
34	0.575457746501151838392754574483516779	0.388086435746090028531348101950431445	-0.000215296394170498325867662005629966824	9.88610427664433661088515026772566382e-05	True
35	0.732201615361683038135079865371666638	0.335301819871410655691754887951520286	-0.000324465027687185188758703082454632259	0.000366350344288891612283610587104019453	True
36	0.198712822324739263674058681705450278	0.635041811092497505471808662499788063	0.000727370114182036950846437162010773215	0.00035450424232421951213568938819044737	True
37	0.950124013393703987603643075407654663	0.436574192719946086888803796021191063	0.000903143158469577577777461267970888524	-0.00023963578036285687993742995022623855	True
38	0.246191339652343115775944227782403039	0.561700066786192845002038150951135431	0.000365290991510616401490452636371183826	0.000200536718843203578043540529625029845	True
39	0.108744633641217593710211118255805839	0.2589979213150519798250050209367286	-0.000742266636886681875643334302977179449	0.000407928714470307247488830135152755815	True
40	0.817906836213252646392337778463899784	0.465843662105312157767839651575511711	0.000104597347381769992806330654628881566	-3.24947867414031606180252124418989335e-05	True
41	0.836081410404555322407409424683272855	0.0773238250888372219310774068772579545	-0.000155149701626288800671424027499160779	0.000298037828123514840990239679009138026	True
42	0.067056397582084874027106464001354797	0.528820938373185285461519726002970017	0.000312559793062912655827105550966605725	0.000553482442536223053941585064867792842	True
43	0.771663126504965768941989372029449235	0.726002850879303627438991219538112413	-0.000491341201590914743734268141198467286	0.00092545462135095979643515868096062222	True
44	0.903582332502221168072374130672070915	0.594532657747964967195695923451924589	0.000131874918187039879328033089360422831	-0.000487349803860993175792780653777032071	True
45	0.239651549937480737068459931534922019	0.349301655198962115635315125379596774	-5.67442187223571566193142427407691464e-05	0.000192257596493495659415753733198847992	True
46	0.695468836037157955644044961954801836	0.998589958757189492157458716686700306	0.0002207491340493432675635121985447439	-0.00133708254224076189975658707603538037	True
47	0.617531358450002772676204365145568132	0.642977054478190749306514991141712484	-0.000272406260467652495138797288289496431	0.000400385425914978419919114457814355443	True
48	0.571315946742330332073875496507480359	0.464205034661457249572037218093085929	-0.000398110513074127390418992763832191999	0.0001252771949113130986386463872067329	True
49	0.399847683286925271780509107250826527	0.514044303765730602184422146571146189	0.000147819262079053059015885919317689123	-0.000420051393967734801625658809629511107	True
50	0.745533452347251507672672380171725062	0.933419674786170405754044016027241733	-0.000115335781345585480264300649476547812	-0.00165481095794975999616515458451204042	True
51	0.689611243888153611772386284264070368	0.68339421110344873979374972819288469	0.000490367456778972564934612080167047803	-0.000919676638609827257736312873079406078	True
52	0.655946733465331714414318378506898539	0.499432823369688212768815147665579863	0.000268952638854777715354462497486829152	0.000407188722290731333914772520479756862	True
53	0.151048755383784618191676317680626226	0.725284624712252669437503214473766244	-0.000112765815613485447846903194664627713	-9.58976583328538422214665625577421239e-05	True
54	0.403959579971284823520528504694324474	0.131727245614519341420858107733086938	-0.000713020882437814954766623959283060461	-0.000169062300839525615660381986001063377	True
55	0.00594357589357006929732770454014208076	0.240474974304403155836684590353469461	-0.000598986297727203515729543237596402566	-0.000556101742192655117100859708927399552	True
56	0.571634874202271004426388287983006081	0.558909873912853800063619597024317412	-2.93078692353715452028694196886820956e-05	0.000172101845919628114626797944654837814	True
57	0.508099266247942029763858360442362494	0.0840368839843747270796486463617974978	-0.000473605817656760588987574496502853649	0.000181656256636096594633972861311259376	True
58	0.843555777405253204282327115478498769	0.982684301788491025649758578820658207	-0.00120676269954936286998174579071914072	0.000397451280027945471026929271135131074	True
59	0.996809000767579769027379001671884685	0.818624540018637063577491129833809896	0.000567154722198745523593401702982068815	-0.00019452316693458468713696414791021377	True
60	0.431028668533673369584775418501198877	0.953824879927381749499677752067252241	9.46294848813108847015727590490844692e-06	9.26092205591778301504650141122308358e-05	True
61	0.205482607761985785912394572682730206	0.511730767282135334344939965480274515	0.000186952295574183818368625475689250411	0.000379910341413986473770211448109487186	True
62	0.744634462770282176114567593708275246	0.248452283599756721005436704119343746	-4.56509421742553481515080251877103765e-05	0.000340566024859988139586751519149491417	True
63	0.825258313434788924900579257298246159	0.880799600930761639417099250179764665	0.00117982854554595638480069449253201282	0.000117890909127111980732646668282717833	True
64	0.269066738952540469334089961693312507	0.25714237063531453326792168045663619	-0.000226509137900981547525639817836820137	0.000230466976334834755205959793609300853	True
65	0.330546203522387826667966586127401371	0.839927318641696660071981790019457836	0.000476931153655716953352910327329807866	0.00081537548665698293026720783917216873	True
66	0.939980840384454550274614909670964512	0.979748405185653929413700788337227097	-0.00125004492455117155490858876338259613	-0.000753885115542809823178814740846342137	True
67	0.741236942632089002389431347824143224	0.472606425761979592177302954239858818	1.5993000052977361255999602331275902e-05	-0.000543054135367669350385796208931294512	True
68	0.478266151124662305578121512606055056	0.221876936695437898642830529880468288	-0.000213744878956825074726297979289192224	-1.14666059043485805098160623299819895e-05	True
69	0.330315199820025751350767521942424596	0.35869628342963229776589402533176318	-3.2495788043482505297402632884065536e-05	9.9245707527257633582706529179876198e-05	True
70	0.0119331236703101237216837266745204502	0.594733103759466473500750522082967892	-0.000152927077758043125231355847644546862	8.40415000022786880582324202845114167e-05	True
71	0.0776529976476047406985053682684619115	0.14770289991724759114389468884759043	4.42699107559016676717612470395679695e-05	0.000219656955023877364103488997003854083	True
72	0.776628223908080718999287935688068026	0.143605310043158479948340056987189838	-0.000175295818348034826063769179905517745	0.000144472915864379409888193573922830904	True
