particle	x_0	y_0	delta x	delta y	stable?
0	0.285527489930189308019194199425942402	0.60317088972876688553394042503760067	-4.85449049951479113542075306610889175e-06	-4.98615886517439073010786162240032123e-05	True
1	0.10444022241869763851345824230561776	0.696696180798897092115388391197591478	-0.00010430041452640551208264720494216684	0.000173508772144879298314785874507130147	True
2	0.12280369827000314594411007385328445	0.418729779434225189356988334988379034	1.30039913930066111761348529563936532e-05	0.000283233398839236973567518610849038768	True
3	0.48173002831988067690110277591520461	0.585510016766851725049521356611755982	4.48172178507157116263837106599649531e-05	-1.80841545474433912270716714145895283e-05	True
4	0.526484457820058854806071816937217676	0.811089144063807051933272353434483247	-0.00023125684587597909093753072299300722	-0.000113691030684166835033533595330894719	True
5	0.197863250629169725768583242465545704	0.00481477667009211375798596385796110352	-2.40588828791988734949716657897916008e-05	0.000151692761413886707013457779657351891	True
6	0.973502490706890918568578489693641522	0.858697391517438115163319018908024218	4.18333064095547564663333687819520565e-05	0.000160205369866199708555770486738888079	True
7	0.454596807545502352928236055404931013	0.980416631547578318156345188368185825	-0.000131645174158679116595987160155715281	-1.18002034636383370248166402033830591e-05	True
8	0.104698603545736323543564897530838607	0.853778076668580838491324865878294761	-6.01827986650448624631756331537106897e-05	0.0002033193299802063365075577457508313	True
9	0.579941185492337721310935934919200575	0.602604404068241334100782458897563767	1.63104995138298331879813580517362949e-05	-0.000165310278885458281301655326353240061	True
10	0.353901529666901308233503396930132959	0.551809318250009150915057669610026965	-1.04118443874724031224789456253350111e-05	-5.95552797442388989092101381597393792e-05	True
11	0.804636612521508293605453415983259522	0.310368650636059572436132214625361605	0.0002704418034552406559920111352693311	-0.000313340702141106270326688187979254444	True
12	0.110772111736314950787785329579608386	0.935392868603226245302320390405415208	-8.7975784104457856891693921060674421e-05	0.000221694562956210034741281779062852607	True
13	0.114015939892269830934593180193390775	0.133553279966305959484606492854553282	0.000144840355257000358347903494359921755	0.00023979105787069270004920237618828448	True
14	0.155281803392441712442814995939153493	0.670524410837210927589803217867283357	-6.89721948693008830036433721680014626e-05	0.000145705754062634478626079977012828812	True
15	0.850710172001545522409783477990815557	0.133291704208108379194303914841134926	0.000403276885979488094676305387763925598	-0.00114668018106635440896011916233259625	True
16	0.613070800782727477502685596736978422	0.432573636587488929069145889312961209	0.000233370203037982936080939367199477858	-0.000118803991399438010310373699770184744	True
17	0.758077204685830841501552545277620772	0.339358536566732595439282061125859803	0.00019617525494208406543356268081089727	-0.000258394244745909375443064776288551762	True
18	0.0526154012112007163457147406893074863	0.282301134537249468147001339041928612	0.000316256658023982956462435271667108771	0.000196877362935920890505328829600953576	True
19	0.756446672578237160562644787421988417	0.983242914668616656127273830466682795	3.03797055389905093411761575040563734e-05	-0.000209827901899924765903317993467104008	True
