particle	x_0	y_0	delta x	delta y	stable?
0	0.38634029895362333366950229899965123	0.271687278801610608706318187446759032	1.18359528024646012359677125534974066e-05	-6.43436923043865742860791972053181964e-05	True
1	0.0614424052394451752369043695306504881	0.801373233249941340095460275560786614	0.000102449930599197019533815890407836534	-5.00309620481758746328675617629470356e-05	True
2	0.579382869963175970124585923136856359	0.0919562492616786373959919178898297119	0.000129268645342510502581104942324833363	1.82939675617626010619419726041393306e-05	True
3	0.0822088298669160963300278117759457635	0.459024563733301011227985872059417891	-9.23492650548853316935615596465620827e-06	-4.52959154247920877951437379886493764e-05	True
4	0.407694135790724154458006985209332666	0.816965743377122221207029897523273044	8.87593647213484062589656387591993946e-05	3.24202053352237616378776288279930499e-05	True
5	0.721960348462749968875462086168413283	0.630098625170005303902581590173919933	-0.000192929755326550831050970286419342924	7.79325904124933201221772804642038249e-05	True
6	0.160698790945967861778483251748669739	0.0776324336684435870885575329845019686	-4.93327491973590533952912412290201578e-05	-1.11650621770116100396505869877045265e-05	True
7	0.872454559724986875913172824073894832	0.174085686858202166678802598831478856	-5.7248140552319260896674868797483678e-05	2.52244942429951646418639494562254197e-05	True
8	0.447982762463911186707299047239752076	0.514232133798705274830323493781744513	-0.000112803773698881579067256806996999612	-2.36445205583566725921717183157209381e-05	True
9	0.661970564791106510882293068308603299	0.349252828373722346364453049348554121	-2.76011851175283487316380107537618954e-05	5.82665024553959985537782833085195767e-05	True
10	0.793923900296395533714780761854429387	0.913293441266773588875673807840676231	0.000131783904493240293458089505127892359	-8.56884710803692081503532181953857967e-07	True
