particle	x_0	y_0	delta x	delta y	stable?
0	0.386361159246560016031649386424872136	0.271651987917695974225183414074325627	2.75819897071963537913301833227502138e-05	-0.000153722058014283049575639199408881079	True
1	0.0614373918703184463042361862205978026	0.801367046965113542095722135574151002	0.00024560379878041059672431534647731031	-0.000119177667592931374340098713768946462	True
2	0.579406606612782259502392105078198127	0.0919351510252065992957020188862507825	0.000308853049298475245042462543355306465	4.38360883807034685297277956225494462e-05	True
3	0.0822707430349099388581279430794500739	0.459012498483102588299042814432186317	-2.36156682851113796794000149395426888e-05	-0.000107441562100740311409304823792947403	True
4	0.407652611203376090163163009735662372	0.816967909826838409885561151953118337	0.000213861723355029179146802958705823606	7.71505067602277582914180987308396493e-05	True
5	0.721913041609676077666792736008605131	0.630120010276860426446062120650563832	-0.000460355224521902649307046646594687811	0.000185756300163774181589408324553851415	True
6	0.160667843971347018225010648483787141	0.0776500693653279972935833954722045966	-0.000117582526371363240580462251316380666	-2.68919802443675613735453914319455432e-05	True
7	0.872452336638053298019625487242985146	0.174117074972783934052357426689604469	-0.000136650115805052847086504817638451819	6.03736033144794739392923154945918335e-05	True
8	0.447978644507950437452105570392988543	0.514220652632320364373667050741404739	-0.000270413279823207638543695335928656132	-5.68153485023258088030920460173766978e-05	True
9	0.6619606294397230649725793974942127	0.349254954690762166997010745279761715	-6.63814482361461313669485864419443698e-05	0.00013913179578681720088318344092169411	True
10	0.793961443038209259268440045866017362	0.913307022491233553901164162629410694	0.000315101856227877002781478627941308125	-2.05739338960799065349337212471784294e-06	True
