particle	x_0	y_0	delta x	delta y	stable?
0	0.386575471141581668346896258690671643	0.271287475767378196419349709172056255	0.000138851073817742760646378651917400529	-0.00080750080278836799603674815555654478	True
1	0.0613948589109919867807434734564664046	0.801305739622702345068601492782084541	0.00127966805127561640957242531121449223	-0.000618828951467937292861997776322925858	True
2	0.579654874225670368119289161822173629	0.0917147543261996518779096236310464466	0.00161273829205033774084799507419092115	0.000230542572009559859360434837742722218	True
3	0.0828975437418533189866020250308647098	0.458883476305196514768943358519900549	-0.000116323083471195329425184283613396232	-0.000553846204447653340638041591033452677	True
4	0.407226055060168711728599394271457496	0.816994685553739018702691954839400956	0.00111970067769614506241673208115399485	0.000410665359711246560965392358685716581	True
5	0.721421236342042429208943134390272414	0.630340303404489833774054507651564768	-0.00237117517685009749827593029704216912	0.000958756229672764478644015649286449873	True
6	0.160347325419434447851201165845894027	0.0778403127495077531975791784765012706	-0.000613939123479364753868830598277326626	-0.000140499622333880620986068204599533345	True
7	0.872425535645203119464994026798552192	0.174439421859003476228273560139352653	-0.000707909595116814286236128669587551514	0.000325210928835744675157779388624588903	True
8	0.447936679702554524487709141475434309	0.514103708805207697645176820072730531	-0.00142319947519449203410371012505854543	-0.000298669344454749828867672369140277619	True
9	0.661853532452858511003291385266568891	0.34927533551496622279404360337187006	-0.000352949703218429906209232843257082155	0.000727088463234347197757044141421237908	True
10	0.794355297039805468582057737572227375	0.913443640430253941153485862324431949	0.00164380942857645716189385761965884926	-5.46817826824911223298231168767682031e-06	True
