particle	x_0	y_0	delta x	delta y	stable?
0	0.386430584834054288269357959459475999	0.271534225984928687877316668241563192	6.7301767724994546080223793630280157e-05	-0.000381473304284002270508554480932746686	True
1	0.0614219647931428012535617799770479769	0.801346774160744483307212534333369331	0.000608821979334517024172963271051138919	-0.00029450408615219108305513501444312352	True
2	0.579486279706292902025358570603130158	0.0918644481206007441243415634669581854	0.000765468330327590521067273697295175592	0.000109083545635188124482640825293836244	True
3	0.0824755702574664034246251127930586065	0.458971638213890230056607694637255945	-5.83370908993765500168997475955182221e-05	-0.000264598055240316287818044614445077232	True
4	0.407514356716210831774243959099903452	0.81697580279592682285610639083388955	0.000531614676655286513635722306734567915	0.000192259315875713359662866102406343882	True
5	0.721754519956824975504132018794145821	0.63019135784534749682488113461784642	-0.00113621252064200605759414751383390451	0.00045872998580454173642162543252580431	True
6	0.160564378883161593568255762761242876	0.0777100633241644809759618840466804353	-0.000290992370796319020899822388267590316	-6.67174041055919512781208001065952905e-05	True
7	0.872444321118746878617490201987424079	0.174221596314816441443491286492377399	-0.000337464151340213201074421362452794129	0.000151334368681750539218571681759836701	True
8	0.447964848637960077118602332131406439	0.514182588017703435685329595358173766	-0.000672151817526302727824352231453770764	-0.000141152779612784235624239038652631655	True
9	0.661926788948510070415788820237067788	0.349261892021834628244005256574258848	-0.000165496737344159894522449195943651706	0.00034495360487388418442916410859437626	True
10	0.794087605893206911065987806189925043	0.9133518605348785265563734094329829	0.000780956812402224109868681141314997372	-4.0661301375329126985673183883666437e-06	True
