particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.334344881435924364693693036489079793	0.598648222160419174462394777441230677	0.0674191563755891962690540051184634513	0.00169563882742744179531065144419269008	0.0138732246423357804794471695628817525	0.00439214379553641388864195087164303306	True
1	0.711418127838383670413694684203836669	0.345976015909443377167778539215744875	0.12165210820476884630498987054973387	-0.00365731433417448476930070536059374764	0.00175039255893476560626573604356166817	0.00170312970469836366297347306379960411	True
2	0.635422281663169583122486327606378245	0.716198910834956018565580718781881518	0.382257411217646653877030307975276513	0.00176261871042094885012559210417395386	0.0121247941237453205386085680208864541	-0.00113749143697667920690400659907630968	True
3	0.00338094828862461915462048128440032149	0.0499385285794992834494855085793726206	0.320812030063708426275430732993360393	-0.010234674649474728700098262221996612	-0.0267644130478238266510043740224594171	-0.00679308170118089981503427966741147854	True
4	0.901364386792496420701687053888021551	0.760132806632645226823734823085803831	0.0224109243929000584060278366691268481	-0.00408067981932546646425080995108504407	-0.0167617679337597875809337587744204357	-0.00841653380917255323746329701962802339	True
5	0.116297791672633639333071889051280832	0.223774463599811707741491233756746263	0.92708049067120674148263439051909478	0.00182448768141111624818573640305009784	0.0115310133053093719421885711635720772	0.0121207366567920078787955332917574981	True
6	0.0589115378504828975321841458758481684	0.501752373698510785092653054111207617	0.368114646207212713687330264304379136	0.0130179598904588098426565012003360674	-0.0365454207702830348118374556568947707	-0.0127776477333925098797959014948443817	True
7	0.772016545810059394558529521856819835	0.0417390247295491810083974862826796528	0.679602762493536505869461698797701884	-0.000361027438072941513793321588423085792	0.00263448239699966071764344380062491499	0.00249737058103351550154903097340139853	True
8	0.822101194658839640682833974289393583	0.487196855889630245966913519870458382	0.711362234343789153703860126007638838	0.00618475068750969045953390841076086138	-0.00560323306253234917007321506909859466	-0.0150282856670545262793285241346282925	True
9	0.494661834663261017030405937722107534	0.980825125333238383099114066011653389	0.982766596808155254985061186950493129	0.00383775262452491424086043831595562149	0.00748136175244725847995873626043636128	0.00652969957661553759980182562799621397	True
10	0.19570661252390268660642327014169612	0.836700314846105847604688434608156173	0.675153076738689368131093373824053425	0.00119438708875347369939801241412408497	0.0137308856132936023119584426800865836	0.00864227901178551585619757433308012284	True
11	0.403127802951717397053384195670599807	0.437107076341397681282159304105852561	0.661223676095239690298074040120575489	0.000921628525943598348769728592053935373	0.0131382608129490693174201050614183047	0.00513022950128660352058115365988381735	True
12	0.427771716193987195222312889562692895	0.115090617338623713981570211057289512	0.38627928358438888257872073483647754	-0.013013242934206844971255511266384599	0.0104971354127574471326336219052600041	0.00425890691994166094554684010995617653	True
