particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.330871901759491718381991863693115996	0.598497116423342127170242016611119133	0.0756952914475187504370728319815581724	-0.00248411138442190466361639669446351279	0.00378040007495745340311855623609363168	0.00330684563530967709454735092070154295	True
1	0.716748877447995293091558973776269934	0.341956111713701161874492701496702155	0.12014165743005423025169543558186749	0.00221676146557518409899499497345120676	0.0028918467495742413333639493602763882	-0.00844985921241942639673946146009630364	True
2	0.626664083984025210032037435246601089	0.712504734029724561536747603535722773	0.380948200349254929404303245776930135	-0.0161802553022429345289359855689078357	-0.0033849495402953049986208239561405429	0.0130628161645899113491144618042143058	True
3	0.0170824041175765107600322998707310951	0.0473297818362570215154248718775445123	0.323059151033489554963173243303092337	0.0133646713078261582346127145861368323	-0.0038518668526583457989383699127586897	0.00298322203574427644653316139180760989	True
4	0.897822818073595795681697741968933149	0.764392131935051329067987655425963448	0.0281542636205612952150393242757806304	-0.0199253399409429586930124555134111256	0.0151454310446112703308698149789907021	0.00882582749233362831797473111294446717	True
5	0.110347694381030753936633452537228581	0.226761841324963068793292129182787539	0.924190971295756608978549722130265334	-0.0018928426684583398832262308248907034	-0.00676654085282178434771133507185003095	-0.0036901558813631449567375253836518625	True
6	0.062609878512159561564944252240928683	0.502737654109448836889848524101551572	0.376567976440765395148318695248070959	-0.00776859051394561336964966292099014395	-0.0043151570503723131731563858369133019	-0.0132689647498403248376280767442204089	True
7	0.772451272144087900847632827829423157	0.0414619190875509253218117668744297007	0.669914128324552064784525657185447293	0.00140213096732644375869114020931838492	0.010552579543498862321754792205441112	-0.00608632733703343945951676429384787021	True
8	0.817909795627178310797402446038580377	0.497259271509130620724706500828178471	0.711325309251480215009742881601499887	0.0182810221000170203940362673154334077	0.0145849404230783310322761735320876263	0.001024241112664703688435139712404797	True
9	0.492975321131904972782052661127693386	0.983896621170313701855171420273904466	0.967050727714696447519121366023673875	-0.00751417570357974454843456894537941723	0.00408696749841266952717465979469370229	-0.0148806489974299164118959238335178716	True
10	0.191455189926682448439757629670656879	0.830127977384798042194572770539765814	0.681050210445219330265956222401595935	-0.0110363925844973995592055347923087152	-0.0260974090587394556878197696707409987	0.00463354330716339716520514839560640552	True
11	0.412225483337682136677621483069406474	0.425619120941655368235602086885388965	0.674394728537588109192361365838489056	0.0242346308893545243072345243750235882	-0.0211600122050650311993898006290419479	0.024314409293867288600549490175349503	True
12	0.427532573075916132017529169729544394	0.122178317915131802498903022500675408	0.373796095548062481139479963649968572	0.00776612418370051226800227267028429366	0.0136670415996987986488386581113987159	-0.011368350375129378317643337423676662	True
