particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.333077190796476742678430323280979823	0.599936271393620668128006480006514786	0.0712068077959832021061808090934766639	0.0022220402920995712770072409182600734	0.0140400644490781587707852676593161937	0.00477703917128609288558138508609072881	True
1	0.712499137353647029688955645950517712	0.344469215053700732348499326942646162	0.121706774767560294030137130492794228	-0.00317668743969755507681687653552695505	0.000947823396023298221273030682943598526	0.00265349121399593664587995570775493721	True
2	0.633861869596724030491081443852762947	0.715791042190545341308842854695432553	0.381262204834912290141669248945180773	0.00326568002401117075135827448819756122	0.0109533959707110134296148971422120944	-0.002468225425641562607668132886319806	True
3	0.00691517932203643083456509612021733718	0.0468082199172112454284252108023329575	0.320103090806902901668986487359430879	-0.0080026001069792601475848518603225861	-0.0265740759647029581565597762941582224	-0.00719177174338607931183051190123626974	True
4	0.901034392343360621420584743069692971	0.759398373121900213755809050845796767	0.0227393949025196156762743148220039182	-0.00280677461839491829711802379500475552	-0.017667746562733942305753304132037896	-0.0100695935186853029832915139195152125	True
5	0.114898249814465449554088909313503885	0.226230824462597855049449093895702536	0.927206154076944189311352117193160097	0.00352030302948515822894038034229373998	0.0137474698812437965105088251844349718	0.0142503377289797949908747734345549899	True
6	0.0598375842763144658363768741288251857	0.500190767632352507468183499681387847	0.370978081028654896616445715265798532	0.00988456070432339314728470061368538853	-0.0325316507407803213063149219207483633	-0.0125134442009959900406566162654645214	True
7	0.772263986969865707227646723297644982	0.0420250334003711756953174893280190696	0.676424468957508795109367861562449131	-0.00131632555894448051189137861260402345	-0.00174533292034777120171173728976700039	0.000913054121654147272676535674684056194	True
8	0.819534971986430529199673220281627902	0.489455633672693667493114118403058873	0.711023024625836937608284589634963576	0.00346712802629786022021147408481139049	-0.0102949488255593598697220606757837713	-0.014396283429733997998871329830945679	True
9	0.495287882656169867049217609515937768	0.981551019012366031790448436857967401	0.978542429908294534184926794833051388	0.00481457380966230822399382796112043304	0.00735408361254150804815996630992323411	0.00761031334710866077860757317441514275	True
10	0.196121064480416187671886259351071865	0.837065981961496537753685819801671432	0.676537151726103812654062135370326	0.00181593466117240549914788052318239258	0.0174426936914376078733600586658485385	0.00981310206843646690843911985797236853	True
11	0.405520933237407909778547940425686738	0.434498739239416245899396044896791421	0.665646744050277889666008298629236401	-0.00265608920835979868820572330141113775	0.0157487127292024208760367999888527603	0.00266226875788342514237355305096661882	True
12	0.425759865086555646610456750668315572	0.117651070107420490020920870894510674	0.382828435799792576692304441670443794	-0.0117071149162731432695384609115019895	0.00963472001491288856551125747060970586	0.00501073634426239685873928156145745822	True
