particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.332260886290748912762190052296826506	0.601410616149544557121318079383021742	0.0728600402352186573436137130716231285	0.00281336946342989616836952502205107304	0.0136528012932338320425718360532502671	0.00550470352404994408313406840461342313	True
1	0.713042451144793150937954598455369433	0.344197241309623456858578145920759821	0.121617833472425914394183406422260259	-0.00279160976090401088345516766168908068	-0.000228293894284718281821041839778946431	0.0033536851477572472900201656193298322	True
2	0.631634667182580557035027867093183699	0.716274367941974938116739649015319789	0.381085918982863085823142407094138559	0.00586287745445964728284415611948803784	0.00950943694020611722592999066549000775	-0.0038484915266770031475485923799496402	True
3	0.0081845010006951158577831068172904842	0.0443254688157981563048007517073110834	0.319624032452602854798237451937429189	-0.00625300258221862694423453576954495841	-0.0259417866055062506556370455527095675	-0.00742800147553867792591625087472291178	True
4	0.900246851398406995596777379435956636	0.758463817237932348149647876394617007	0.0232470931684500223767926912081099919	-0.00142767897032291509286264204682946897	-0.0179401936357055331505225411424885732	-0.0116620211293099949851753053460387579	True
5	0.114056206180605722220243139019488005	0.227516769012337575125426534882068828	0.927543385643693989550408084280667857	0.00500541950262480318313789028684484131	0.0156423318368623435769948171319706614	0.0157569013027036379421262306072019656	True
6	0.0623232890553644836047698957923016199	0.497619361522174883826321620176760931	0.372265776576826703312373088485522181	0.00610809426062959697384319652712133656	-0.028466219526085531739709358232437032	-0.0120556884837206161541990758068286962	True
7	0.772195718821829054967868801117967571	0.0423550307750709287182498888146216825	0.674754531785720132527492980001532525	-0.00206668073236482692485410617269868814	-0.00518669013067694395854751103456631573	-0.000380241959739572632744887751390973675	True
8	0.819351228918247271376179578206901963	0.490993974730489185014783639330893643	0.70990238174579518157647563609527285	0.000737406465477863293483824571154384164	-0.0141136271320101981785059087465721808	-0.0131940985673005782909310700681128038	True
9	0.495481059457017515035507394354130902	0.982527609878796024022360127776442861	0.976193853177006718030375221183413734	0.00561280673170816940873947560802506329	0.00679406508363436580468162881434452791	0.00849525353723505384822288474750328891	True
10	0.19598578585740983738091722335538427	0.836697016832233632699199629497918146	0.677240926029744591266753309833641785	0.00219214100175474671390286594525238399	0.0207598649379171181149826700400120844	0.0108175549041636522135595211764653205	True
11	0.4079820382030079655281777167602486	0.432472630870011368368477633668357714	0.669287368355371530229517254435802167	-0.00610328242649853363589982331924727162	0.0185707618218506890350925757774381158	-0.000175331748616388520323991239138807194	True
12	0.423844451488328733895840866154006507	0.120175642552954605867339237244436538	0.380659247993236082722339804523712535	-0.0102576316863630906510670789253401073	0.00809361292951888994347050162850931295	0.0058968508787076657704293400352877646	True
