particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.380850669026444655441943079643581299	0.59015066565259619294654394245164682	0.0391720858051818828265882151057629766	0.0430838197048634948884556157223091374	0.0440559990642366627835779260216668271	-0.017148489995535871008060252609498205	True
1	0.721405091563411828490636873324980669	0.34450160836504810184231130006756055	0.134875725336106789245334670208001245	-0.0149753572896979184524317521635013658	-0.00379343500201848323681973144347154505	0.0479808463157718910502831321989649014	True
2	0.654234604886791654916979472934146416	0.703995843399028130552920140960487128	0.386596993948487556356399545031200081	-0.00218264924244806414081800708685370507	0.012287590765521064018006129083882295	0.0118287232030843804480093793051808453	True
3	0.0129596704903667041933524100791380954	0.086030108529053772906271713723701826	0.348707441456485352507575618124089974	-0.0180854054222644540826173973574613958	-0.0323576842573212285024287271350183933	-0.0115492884593971001288358759435942163	True
4	0.898537886722899431089384093447662169	0.779964147045635464458661209473884558	0.0309108323514120336960375350633895745	-0.00699800155224792362936242048672997659	-0.0452835779494523507465231366282830795	-0.00616807498490448802613949033211470022	True
5	0.0961360360954211518328781572978657615	0.223962578315695070378127299755130566	0.928570726165868226670849579194610475	-0.0148115392386662269606827372160102842	0.0618938755072757124606374905576493398	0.0250375913846298174060402537533626432	True
6	0.0716409269504574157089176655856984629	0.542017205209740902163822209146544113	0.345517675932093492195443203860492377	0.0410168086591714287641518362594801776	-0.0192778489521302670663969027273318596	-0.0145865443204308216930543331519220345	True
7	0.76337183811665046530190844766313794	0.0131578355200412431044272523901327231	0.69542173013146310158746989088098486	0.00726892262094521282416876405504197467	-0.0003267006561341151534460043679769785	0.0206315391744431339182103494033920124	True
8	0.822342238745825781224359377427719399	0.472614459504950742087621366317112712	0.707956650643679254322498451882938768	0.00631877149696805736001420140465792629	-0.0154133800900000022824422140243201847	-0.0399387736938453802855418969998368603	True
9	0.452045670604074827561483215716508452	0.0177246300875033932113138321938394343	0.976558823987650778940333480896555765	-0.0261889377162036042042742556672032129	0.0507223814108677431089437003923590617	-0.0230705342420889765177832785995394907	True
10	0.173315561725450091060304317120830574	0.819009665193845400467559837671437713	0.6823384036428445295528746720344252	-0.00505220539273892068033039925295169832	-0.0182868703407041205327483473130024229	-0.0021469874516206445109078726151680987	True
11	0.380294558417119929912818817786967214	0.42809647372450280713523693437666613	0.629145321198544951861921580185621862	0.00903071646673670751706491305957979849	-0.0170320554947916925452216746408548855	0.0124793695941114024528209562229901701	True
12	0.448964676335595041345865501722622743	0.0725359263739168732842886533101770734	0.401238775154509102000671151700107967	-0.019363287876517905189310690393934394	-0.0168824785115466710297436020763973532	-0.000901107476808952183544826294051111051	True
