particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.359000760858228292664375687829424375	0.589213411374715661578987478544067169	0.0438582739158082110909833003068491674	0.0277579326912916576870209395438330695	0.0496177687372209989076635466585516895	-0.00846669117526171719550047057252175114	True
1	0.712878129281289350387700307491407078	0.351723453586109804641625420450619539	0.124107344018633475291727490467943904	-0.0178274303059074581078868631742594023	0.00425664035036746388571844704093779435	0.018538878126922959501488265388398101	True
2	0.65239095348802541395425601351757521	0.716256489522282656593429218999911925	0.378552590054433629604996330132525788	0.00478466587299999808649577024233997742	-0.00667965852076514894098434080654041547	0.0196692228746301794239004249939597106	True
3	0.996689574674461317348098111271238673	0.0796673758370817882999769116939014048	0.339208843408501537144412543784532499	-0.0131186921043131937494638625343244984	-0.019010756721009790442084388927489079	-0.00220010020263924449302233933735926066	True
4	0.924826623135445535142309132808196749	0.76686378293741153103544789403556772	0.0269212340572306785504304454979952342	0.00229289224375865372131782841484330583	-0.019274116485740175578371120580242842	0.00427881554102835221663148950300021509	True
5	0.103306922879173811624547761379578157	0.217708526508255466453938932992881694	0.924249391732221004167594731291643227	-0.0132100388208870223238940765868415083	0.0555317084483172296952654569926004613	0.036234736804169147907457416746188155	True
6	0.0627130337956571137452009088214833327	0.525702323164105412169264484924382742	0.354061265053470395753667280145692193	0.0249781560605975421618416951963285092	-0.0262544389473353415452983352263223904	-0.00856221663623579091554167035793518087	True
7	0.763175278731726635833840526681186279	0.00778137351286930829747995598603626866	0.702889348005261666644132923932081879	0.0180685287944254455784235009126318266	0.00486794656230385392177508506463253797	0.0143158107769893497332986521255767362	True
8	0.823122416351264015768395798330520491	0.469414220893152804449240227560299413	0.706691304536148344884010861611123018	0.0021917014426307478146071482375788643	-0.00430970958005399221242078128190156286	-0.00657150309460664275022971051814694264	True
9	0.457172288719360623004894901142305145	0.99939381898481175283326658690062517	0.995647504200134405928223276829829091	-0.027818075508766393285372125244046047	0.0529868029855701502520713331132129963	-0.0507542331183620148578090825086089745	True
10	0.184667574041799987815834918754551578	0.829300683408073454802837539105389831	0.667490957212057953361789754236127778	-0.00681051288486950012709378082358004088	-0.0286268118407940677732553627387779376	-0.0106253576467698493545194409329958526	True
11	0.383794982674571778526259275601538612	0.443867323760593874731568974740571185	0.634586939629369918577874393600717907	0.0052909074868626031075721885126821563	-0.0337354144342560934376513205902000796	0.0135801959158798601726519365543719629	True
12	0.452400642245309049013631450260506737	0.0974247424988516243812428641808990087	0.408051726516340047709832327603142339	-0.00731188108387860203464336836768347736	-0.0293192990201567901138159934115787236	-0.0165361626433511255897805385771791945	True
