particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.344600904463241189645329390323801739	0.590243385263651590902576600860196619	0.0448041037713878373149351685223849402	0.0122769055317918122990912788700780093	-0.0383623881282100761310062187376860477	0.0293095505097531854978034072302560067	True
1	0.702541039180873176739905303949239705	0.344903391228085279591001767542973622	0.109397825224758771455213185955075418	0.00830943402612499986333904894102198434	-0.0350583971814974788982427211018797396	-0.025299251616931238304722171227745671	True
2	0.644401433363690576655992745013700077	0.729545442443900869565633631168010549	0.391461584990014871716256047395743676	0.00137384558994915585171529293709106833	0.0152238397728129563940090634536653115	0.00285098239455892064469098491301073891	True
3	0.979234341622772734420209289743281876	0.0666022425998049478098562049598700776	0.324328449675704546460042480269746123	0.00309490484955510573544223784700933895	0.0138784933000956473795576824125405436	0.0112978131901467393347330942380288638	True
4	0.901915624807458332951247257273929192	0.762306298051594699706132510630095978	0.0220597305821993156620105626352632577	0.0227649220476250507896378527672408439	0.025465204816330784480581732357481836	0.00358850583703406609976120897425854405	True
5	0.133027461431869789448345248129315262	0.211328244813147638454404499088899048	0.927459730140744658182066842217645894	0.00669497575080377241143166679561560406	-0.0139457547163180712950369373280456182	-0.0117702046772413447032207636110763251	True
6	0.0526852599124652725726104336226471878	0.509178503068752852224406267431874751	0.348458293786818992189057873973556692	-0.0233035858356631744201454146505270383	0.00361075704710765111601129288370108927	-0.00146645861928687357886127719594743084	True
7	0.768640923983888100012894076561218855	0.0416987808669307403247454903813958805	0.702936694223111143233827069881338918	-0.0160795177656796845741146297442399026	0.0143227415642568694461197839216553813	0.00504086812524279202618101025267388671	True
8	0.845037385885206117099385200453540298	0.476707364086977971341611828664254097	0.711348484621846016131890041029794351	0.00522009247253163428913560378704172543	0.0193498297035811936450976173941472601	0.0106051090934589423870141280955585045	True
9	0.485847502849593955825097919926458319	0.96825063255931402700553288385054136	0.0138731528669895603848652001351168827	-0.0131798909017530898124859212755512938	-0.0349351385406006559108583163501147448	0.000996895596122056154379956829995781362	True
10	0.187847735322841432945368134085019492	0.830560785905182852929784347255275911	0.665117431761232543009555669683722811	-0.00463141088032845993052201406826455667	0.00408731766027441657422298971960385226	-0.0166306850682501984789382862578829148	True
11	0.392726257515979631363101698433071338	0.451200904855881937282173767921531526	0.637490460987675194358386263640943156	-0.00204192774845589082354728400353028966	0.0114736299283123328397499821332019721	0.00165536860385281019567176743374878542	True
12	0.437574240674258882696586144109876976	0.112478209786950378378023314312048479	0.406899276835551392356768604683015307	0.000528376850272912612028926717941447183	0.0146866411511092638824075036941424583	-0.0112906590334591424564293921055443596	True
