particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.357551474399305455349569344141078575	0.590142814804955670123033716468939901	0.0423964074514236884654240492655176503	0.02885193030603704364771020047720589	0.049279827850833969225304087805720746	-0.00715864308052043345632656113110243391	True
1	0.711920661915923716970366723713340099	0.352415382631483721475204707680409105	0.123938026605975131741422222580071758	-0.0180362548959457247056726074979635592	0.00400806842148463861807208022351198666	0.0185744890879503483570440581897840789	True
2	0.650644935451705027773180381089615079	0.715773339117836476417192776584782212	0.379602484862303072408331460477329472	0.00620742648864421055180616017202903475	-0.00617447656810026315695128415742168016	0.019627526422508198163424456915493775	True
3	0.996511694536849916931496848254254809	0.0800819754605803784082913329672867379	0.33870251662555006691144437089384308	-0.0137096793621130394111233761768277721	-0.0197677706834805183127700131829228132	-0.00286351009705206339507086053648934575	True
4	0.922501606468882159993427374120323012	0.767383788405075458796074207038499415	0.0270360688174868365329899786928680181	0.00336222584021678981017250949191557307	-0.0201807374847566200259088336030624734	0.00386421104031453296626007277421958471	True
5	0.104665804786261894296199189705748998	0.216983010004604255639451979045265925	0.924925612973285645810889540029274376	-0.0137131683263698252584637149757731451	0.0568303785937227082295018974538869099	0.0363719480636174642685698140692596371	True
6	0.0623940612293021608894046081477867143	0.525961687202856425126571627057943616	0.353665547998975107551347054779760091	0.0249261588735910411485903585032235416	-0.0270508292891494115661603757353086821	-0.00833306537842749415156333752586313544	True
7	0.764236267595102770865665936326741867	0.00908284973446188587023925231921174893	0.70207809163783759678469584270311258	0.0184735367347022812859308472094836756	0.00488071182595935536702435453590370475	0.0150082610625349866040300172990176793	True
8	0.824414171030127296269320132042206094	0.469570535312278554558847485487367867	0.707275084247791157900386872365386485	0.00161858203435006224149407808427063083	-0.00451745598263804097237435198856524419	-0.006868647853669810186322379615823121	True
9	0.459651239959935927590218335061265435	0.998132091323910777746287935833198145	0.996406214678914836386128896429449746	-0.029957032759879533684621397462900817	0.0531893568275821141282043165594744458	-0.051384359482736050187768337812980569	True
10	0.185622445083107164865781053307950796	0.828756197612835497779802696282176079	0.667826651056372310864972277464344623	-0.00730526672250884411199659270182052301	-0.0285373274869025832926789907966736477	-0.0118760057107416251526722339608714726	True
11	0.383601356508031211283505689691423288	0.442602380556425406970512735679340965	0.634533695684095084753683935554693653	0.00550199457330383162778811296422044511	-0.0328654562718205459656802960971870258	0.0138610339023614038474836926437964837	True
12	0.45241658376861615351607460326080017	0.0974780601881032570097340041684684203	0.407896686776774958111665337443682093	-0.00687675760937532027553330591251365916	-0.0289980171288708778984341618248227433	-0.0161650091350097302775718737262773183	True
