particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.334837139336911973856107363543859076	0.598335394164019376912217236215209743	0.0659450855492604498451592004501697678	0.00154165916953515749301383531182147236	0.0139700902784282519297949317068091675	0.00432529091522080116455196684141463035	True
1	0.710928544600589113863604665644170893	0.346565850634950260519336104605834968	0.121562452198436300383410406580918428	-0.00369757282764509878349213303342622968	0.00187344503442002511502346438201596055	0.00139526817017333984596581767674224518	True
2	0.635967625666650820534452382337511233	0.716513004393284259107479070720068169	0.382669477467840441022592201738241895	0.00108444006817924253704064480402905172	0.0120017572290243317641736303906506732	-0.000768063585669295512408858781053565773	True
3	0.00188107576618191569884393792766585241	0.0509236667654618376720353471038537815	0.321008808538988163988820650994301875	-0.0104733565781609855350171339305516316	-0.0267260525225407819380664604019080764	-0.00685971359494547832146354236303190726	True
4	0.901409993190123298218507893641000804	0.760259234797556748050005951185802802	0.0222666095924036538739464298727845586	-0.00454594659772259085086984512018377747	-0.0165575814357594171188992100940113205	-0.00803664596841283238697817006598949278	True
5	0.116913221850715055492761202080449723	0.222930843820124656619714285241733199	0.927153407713573828850706416758266321	0.00168007938728355201019658766561067112	0.0112175411963754942656649575576496545	0.0117374634126854206160331700267342235	True
6	0.0587494128911575094280759745038993445	0.502064262026197257122509617509867729	0.366932912163689167064262346047208965	0.0138105735929407981831236798170711912	-0.0375139805043297268000742207926129247	-0.012782521656391508826613039918297639	True
7	0.771897206347553798089190159176823248	0.0416711132744749941057289530130672598	0.680851467029208567580059917273587921	-0.000314133517279074945346459102823041398	0.00326850665083317691179427199678708213	0.00244783542458064424408993607434811647	True
8	0.823248663091312985623061816484024627	0.486326191749804316655038353115253155	0.711360969189032874980471917017375956	0.00679319829226163882646722235065913629	-0.0048061813099896325958520644010792565	-0.0151453727931571005974589000382658629	True
9	0.494421838198689973102663571769367644	0.980566851537131543765134906623764745	0.984444614630010214901353894567910741	0.00377105358609470811394865490500181553	0.00754740051099648772345446211885449492	0.00630153924889903599822411466147452024	True
10	0.195504413724761895753667216116138327	0.836534458632270348197978289597709097	0.674641538632303774222577716368738576	0.00107196213142237611479970228064626749	0.0131101337476446815699512406066461191	0.00848776503350350663508908362224861613	True
11	0.402340551467835890421407349937416028	0.438038914241376012772430119000211898	0.659701320117054806297907566381121884	0.00167027360445974271971175948719464159	0.0127133366691270908643539903653387997	0.00576928166912489913878301523288094898	True
12	0.428391239578825947580567950509861937	0.114356180417792200507032010297209014	0.387568826587299227072692829996046448	-0.0131939914939794796992534639312859916	0.0108170291213920691301954371804807935	0.00406507110078759495233072783384329174	True
