particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.353837776587219996866346475985713151	0.581967688301226501278542320907005059	0.0799905780150149822481452372056555769	0.0014020426269948820116701958750474963	-0.00152847286264943748081419925607146165	0.00331184957486010857088460507894806766	True
1	0.72141515757149968633335465449710044	0.335405595783371600363273288117901639	0.12874030562761888616738774004064172	-0.000239092673409038747939842668025921592	-3.17992845838592971364998622172723317e-05	-0.000241043272929306316331940880966204506	True
2	0.658466406395096914112566599145986353	0.720572038227667014127160476805596721	0.363835056833498625240121483145350743	0.00383109489746514765065184503818791483	0.00438605191535198676814079712025237816	-0.00281460729927090984900838253632410144	True
3	0.00924529466781843454031025795920287593	0.0550259451326702141914568335686814744	0.32802535978770277847840703752567035	-0.00246978661410077559123273008379759057	-0.00236526336144720097031929727797567629	-0.00155413363725707802326718896340782455	True
4	0.933746990370204233265749722847359339	0.746835023991640017258330936660774692	0.020374774119442228237919254429669744	0.00448717561793094623812992615109058263	-0.00428502855262691120170982891449896475	-0.00206596579838350317174501023596153681	True
5	0.0966261425175951608948518812613819465	0.238022155981013675909867271854038815	0.918356289795842416067594596953737037	-0.000671034737716813315489738116333073466	0.00143113334518595338966790015067605028	4.80633695538961136868074821711543227e-05	True
6	0.0576374758195737098966879934873443188	0.514951312137335823591114003182166772	0.377186723890898041360212294786800876	-2.21638699725460498619847225553432126e-05	-0.00254748235605408707977932085536306681	0.000966349518909005635380287573334678293	True
7	0.769137501918658606384715300475288161	0.0127806573807410815729213529365559406	0.690182028461655942531083035514361137	-0.000614960933850728534760610262006131527	-0.000716613537885742047538359711759339735	0.00214623184153505792157714531143909614	True
8	0.798487852184853486167081733495037482	0.480208978416909495483441745552959454	0.705372425683044098545659281710122984	-0.00214055229360839560502330426629063324	-0.000583967675962135100465953902929205173	-0.00161704772940481220572058880641105006	True
9	0.462519134679407985092832570628016827	0.00833851640218203546515002607899056081	0.971969273500421911743400985810387414	-0.00175443945543928379430105283400384958	-0.000866378020638154623992356573460486051	0.00145376788979284526102431919990853748	True
10	0.186042429497432523372699029190321355	0.844083474284815693318555394515449438	0.675169718760736507783842194074483779	8.22260613185007338995225696193366584e-05	0.00239305594462180505604530438626053339	-0.00213844455649144328851363775357474459	True
11	0.393343384666062957099626652304225798	0.453086415538591500065828503151475096	0.652475746169219606049199567995301537	-0.00122450508584499803023695019363140575	0.00211731248481508050450893924637011004	0.00188506946011192803243914848797683616	True
12	0.436180879264930371026246676498479369	0.103153300652598815289165108225885567	0.39494294877471359417183954250855315	-0.000720055556020865079085744921304716071	0.00265640219659385066507197723324410642	0.000637912879420120759485742380564806705	True
