particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.349334893847788203678056419141698161	0.584916490201854236705053581855377564	0.0801259272652682723666667937352622816	0.00430929914557160423827282485518324463	-0.00611077318928256107931258298907823229	0.0119888253202766656161949887161111856	True
1	0.721181424285111109078664316133351203	0.334991104803563879823170828979046575	0.128355465658259640249272288010133172	-0.00035053755857639311234904843123730157	0.000197585450935171363677875743009131811	-0.000694182281281019035563721076940280492	True
2	0.652984514103364676201991864303042162	0.716874513219505235668271460084042766	0.365953608770697867787141737824493822	0.012268964244722696548954903994212009	0.0148931475690297606688849360617782482	-0.0108062983236724021486010411986261506	True
3	0.013469723790368194933416814967415955	0.0543910635364178594521545387736518217	0.32730962117283300299612326397599711	-0.00620564832076820639995300748448619979	-0.00643476957874340500159705394761118531	-0.00473344266198275027409837506224031992	True
4	0.927181881740506200983990276405186042	0.750380525796148518086530803988641916	0.0214992441571207220385980716788834128	0.0152427709378442846952195803194846638	-0.0134686923255822909659395224769671582	-0.00738779775937197351870750799825756618	True
5	0.0980170470048239489319392550004027085	0.237338440909432947133351347955703539	0.9194313576059112486603322920539138	-0.00333078397355384338011612378402119125	0.00341271402736115479917274319003179335	0.000354697314528712431089370517113189821	True
6	0.0568943725533084448453901269066401417	0.515654515066292842235559944846068009	0.378735269092929070523836067594380962	-0.000848593043369458191057940833953020083	-0.00690777913036002310329775023753483665	0.00379330883142635238256736220736582108	True
7	0.771599360236010343540136927373402299	0.0168795432094596299693531832500667789	0.684241871133800565248834686445165372	-0.00150325966161242233971671110775386015	-0.00239560040693492685730714375601909607	0.00592248127230671958350752334626281201	True
8	0.799077003477673146763219636936733553	0.483509340475582947833770352084194437	0.707491754308533819964981762035633312	-0.00869385194960144841386992816512274626	-0.00096816323514633185413623362341877189	-0.00528755247180247619962563895802467353	True
9	0.468945158539769525704718458542393968	0.00613401219856036804659648092654226036	0.968686895340755864701092757771670406	-0.00490631578877427407920087888179688272	-0.00328439743026753679877448882879661297	0.00472355785528224171690542301410664961	True
10	0.188431135645660746932932349740379098	0.842548431041092361353835181538981602	0.677801217055833753704877708230016365	0.00197619992804567376585689545096206178	0.00776926944264013052501290324915634934	-0.00726995406887002045377825612862985593	True
11	0.394901614405818241911257980092044094	0.446972207212080496134407131424082483	0.65599517259561921086278867327224294	-0.00624018575036999039262035877854308626	0.00403766995485336123875460991253073717	0.00815788353519651953126774436320212164	True
12	0.434783927202446720467106667339053722	0.103841392830833779654908984714877529	0.390898323237648033132325722175267428	-0.00186823474938746547539978157564215795	0.00937933897257838204178960908911706877	0.00133198940664930336303684759170814551	True
