particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.335648304583930861621846963839889104	0.627582680877921913433246481040025685	0.082167406374852248025401206946061703	0.00611100605035623549622548651316389931	0.00581275752866719164662968006863027705	-0.00830821983232202993735580257051600364	True
1	0.704418966402145944919961057202318192	0.342638138780809682798824062028947252	0.124653194781039249524697380235470162	0.0100332255355892610379661375772254272	-0.00161363998014646182596406951909621561	0.0174119274321091133582049069982676977	True
2	0.646780762867999396735290546943448579	0.725850939916428092161931084115707247	0.376646217258133145708171883215166826	-0.0127965741015771289845472906044279969	-0.00375986703930389747858816377281584996	0.0015140189521469307428774203662896557	True
3	0.00315739357581753285700539346997709083	0.00388118252355606975254690238627524639	0.296870224066338878161609827193691829	0.00178095970555305898885209789395342707	-0.0284763093299213150961428806603573786	-0.00650644699805294415000615109450653333	True
4	0.89896133663383507732357182207251756	0.718621698309141395710525822569525804	0.993747347116020537105237407780295763	-0.00218636409966590928079679524455338818	-0.0114374764898807209554142738305466546	-0.0174276504578940643843632881983443744	True
5	0.135739677812958473878993959615338715	0.256916246694440247360922764795944087	0.954130973935811240767328934064979382	0.00609777394684087272688342161571081112	0.00417361652477873476234976631964936627	0.0212218212853104248991496694695504952	True
6	0.0575676331491723452227712299692157065	0.465392919272598584506909074230386194	0.35288470789034114636561206892871437	0.00130328813112773104760378686220400683	0.0451634499282798655093625212170961748	0.00626227733900410807620799520007840134	True
7	0.766506931391871851292067727794567229	0.0227063420892981772366736925093982988	0.672053867207105144077655230459541317	-0.00929475492457301486421653305704491268	-0.0127052430411970853668909581353741719	-0.0135551922401226105343815457661221285	True
8	0.810885787698509491887289686333666239	0.445622031220955093140877792759935659	0.691699391224751937909620973779694503	0.00493570972940884985621385975668115241	-0.0248537962836250568582554945584901831	-0.00542426673382561388361666962375829953	True
9	0.51527287627526756595792836504701413	0.984871156017516134320591643200901093	0.00725565187401914278503452527521611112	0.0113628818942198813698379067272861739	0.00540157795012939711805053717617480631	0.00250699610092979124258055195915553515	True
10	0.209257438854366917629104322194210465	0.886314165094765809953112246675365221	0.698151188625652750279142774929297024	0.000202540114740189273651774304459855131	0.0110284764812029195316655328403018559	0.00474755393845982733844649950128135711	True
11	0.380161893505229989378056982073886178	0.477602543238605017915393044832886978	0.660211682086353469334151111618332223	0.000765238172196810654245671839829762565	0.000363267607808658528034982798510433283	0.0050574455160815137534579249503281856	True
12	0.412239421598167873596913262123442073	0.13915324340152912431964998510111103	0.39635061234410915947362492212662011	-0.0183438188467589561563374842930823785	0.0103824640058095695711372186768488024	-0.00722406083097885497635798343272200187	True
