particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.384311137417326741232052290685385482	0.59106478363616217257433485991367282	0.0382395556647661885644043214634290119	0.0405319689438359306340219980724164685	0.0420040856010449701042991495907207289	-0.0162736435318633810941350126580965939	True
1	0.722542773306109940576148340934855759	0.34330571596073714611090094300404038	0.136904302885347312611661948708449868	-0.0147845982820691956865046000091423254	-0.00385097110903081002015030850350195665	0.0461621531141377744382639282075790279	True
2	0.654706371003755441118786391651374789	0.701953875624366921048794007242357916	0.387616311320707293188473942781050205	-0.00189944193369682321976197284520543406	0.014228814985861322913880008646059328	0.00986360989964596808769890497012702064	True
3	0.0153457952799771541544686249551311636	0.0869202472287301962429113138066763635	0.350206986429565217067639024184549269	-0.0191373978442656998598918488591515693	-0.032550851812891678352955876333682805	-0.0116205570962221374825062465050250235	True
4	0.895524165309570848580910658278003086	0.781503072281858265796643512185867678	0.0316331670782979633012751471834372735	-0.00435161204025939969290895058881434883	-0.0459637660613369030396726526753969598	-0.00664707224857052312319851233354812084	True
5	0.0948890409973840762589012751431548432	0.225630771319186059480512614445374134	0.929441819635436980001698088822217051	-0.0137894178818919967103413621731717628	0.0597904789399189577733156735235241201	0.023369854694596885642175012643851729	True
6	0.0730768331458829121114189771787030747	0.544439959777072253634717553386231502	0.344319520730524059196217325493434979	0.0393706943327986922619755281453949649	-0.0201149700510531688102391626531516649	-0.0136919792027994532691457596889809649	True
7	0.763440630046766780002260667364885956	0.0129910652431158864585406394617388275	0.694495822838072988093990448938805843	0.00592827719643665264488838003227300745	-0.000889924588556793790523109746078726703	0.0213953331216531008369382302577526094	True
8	0.821416847552705387778706619393266737	0.47248278902002530867336825616544667	0.708321615039018332156577369904382387	0.00645710782668926445075688664931288967	-0.0151041954216333838668976243219052356	-0.0402930011690703176432711526237989798	True
9	0.451033971878913467937326938207914148	0.0217347422635703077178916988228625904	0.973284978367161856020054863616829943	-0.0252194746493057645624457317209149669	0.0476171263633201026768738619913947249	-0.0199074137963350141913628810967452261	True
10	0.171944761260151050222199883315442037	0.817653801335786890267072780119354186	0.684477629350636545196880343670307836	-0.0042689833900996022486916979808237503	-0.0167199432673014683106378139361309267	-0.00274804953544606154001407309814317255	True
11	0.379352120297086953309535350533269781	0.425569342380169447748335687139590365	0.628221084527258094139853645884746004	0.00962831321809532409310003723366430003	-0.0140959156583309271276004571505257461	0.0121823098354568619685925167129114321	True
12	0.448511155078140734135336010820282915	0.0684050148457056169556502543211022945	0.399995869677198330174655801724001966	-0.0192926985350862318536677231721116145	-0.0140424029102619082088843145310543174	0.000103100523558400830290706374036441753	True
