particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.337218519042502473868026862092058923	0.599949594495680142350597156433324127	0.0622219394524356542504126942497301405	0.000776128756707393796485885768180997483	0.0110326645756589157543667922014085534	0.00293627035690358846138448238966866344	True
1	0.708271248945364402518147949466911354	0.34814264093277548742132746919748324	0.120886545112998726829377796968037407	-0.00294750234164346381439719796299705704	0.00177958149096081888176057624848852366	0.000230832738591375820831805570485002415	True
2	0.639394843659696863082388847787655681	0.719526826537505081255063941639846276	0.383854082525878377098710781695000828	-0.00168167670014946196213635943639571685	0.00829982984511520749774072926473062895	0.000353811242841324706269054195517301505	True
3	0.995082988424220764990160545520800921	0.0489889865162105899092259215733285926	0.319934028822287655782277056342272848	-0.00780497004904014941193798613712323304	-0.0196231993115637554447417029725544346	-0.00515907601521276901527483197523812529	True
4	0.90068507553876961846614418333644637	0.757215753731931738520289003742107614	0.0200456890237984814809462257350118826	-0.00456221755388118044622191610367257228	-0.0119320763334347713762593876230872021	-0.00488374847466302213544004602824966777	True
5	0.119823540561560512348709374784854977	0.222937567118616676670909903912460637	0.92965135869015518932562033619355541	0.000823448489521195612172636119885202669	0.0081040624884942757388954025106218002	0.00859470622191828204360045811353057387	True
6	0.0588959472997650649930070679587122764	0.497101342573435621151070990577595996	0.360599466589253180040518176595205808	0.0125347197581754278200726472931081036	-0.0304360514856049887379065463209591072	-0.0100766384676573932889855405646742174	True
7	0.771904113392317758284930150870554895	0.0418770523356464335728096661777780542	0.685553942170595876836258905723828401	-1.88229378311883071316573034048695312e-05	0.00336007774402818464069228576468005111	0.00150914472815298479439724900012822678	True
8	0.827383748374344351815905315423298284	0.482113218212722898012554073533952575	0.70910118091426547090541967554912754	0.00648486143589912317655791744994191125	-0.00197977846303060220774235711945114366	-0.0117865250844084085876187016305795775	True
9	0.494435546921784319362710127567073401	0.98083244648078148455534183372471171	0.991287326050410883960868377413676393	0.00273622445484778094903672624389898524	0.00605206481509592334814719981893851658	0.00404354566727849637080378338345602699	True
10	0.195355069539487541217958227120952478	0.838784557527960136169768107224001603	0.674916659731276292194627531203969884	0.000539618030781348400371116614392700095	0.00877235358039073311081204161282919552	0.00618530850135403652465894952370096574	True
11	0.399351403433605428721041792979385169	0.443741471116911826505354095556959527	0.65524989756206156801495631079518733	0.00249849333582444834310638263481162093	0.00843686153840274369511173496981561027	0.0059359488146430880545488174658368085	True
12	0.428512352049897969089587173331348204	0.114010497346703704352273068540604345	0.392793461614043384608732854909933002	-0.00978583044730783514563083173033486466	0.00864116779610886795328550217099007375	0.00260965834689525091241227780744257115	True
