particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.33747347505864286334351852945882648	0.599439970554375684565779448331071951	0.061028051113656601499284668062803415	0.00103137323689242909598429199746147385	0.0108623995118711034880774272474578032	0.0029277180555113342236507216724493958	True
1	0.70798883079226463808084844032457616	0.348483724784264623599788682776304654	0.120722197171737433142359396100372503	-0.00305342188370433134978133226847879373	0.00155933439124466302462473842986847745	-8.10851151893723720540026006611848094e-05	True
2	0.639555337073007278612087907978999138	0.719540315807377887440843838883896479	0.384206385908128018447886853555187637	-0.00126463989805930523617468671285184339	0.007828693911649308293590324283904741	0.000410261331876933249132726055874972166	True
3	0.994241799922294545387359379567710255	0.0503699448031212592326041099053197486	0.32027726886728989357433818824891873	-0.00756507228093485114424487181761339732	-0.0191718812394032366289818061990606576	-0.00513083599787844797722409218278231884	True
4	0.900752929064821093348958306996374925	0.757775730549184834659747870519709265	0.0202508756745518381063576044793066154	-0.00453347127393534443009849210551434907	-0.0117857729337984813370617278517026678	-0.00476135799728421653744190066120735087	True
5	0.120235271242711552699077013610303367	0.22205207729169311675881095850516589	0.929414175212016461195142587846372703	0.000886696948021866813577104277507670771	0.00825547262083602823823269640346071478	0.00860926384238208133501967090047326465	True
6	0.0587134604950153068488319701184110561	0.498181136783760182484391974271956038	0.360153023816085428994538514420892036	0.0116138031710203958364751380280677069	-0.0296034753826851980599980726070387278	-0.0101734096772644922832938689248550321	True
7	0.771775086167975593693976747589820743	0.04177916445677565362204634910990363	0.68633728653558218126495947646529807	0.000270043084268839483472587677433160801	0.0032078572734452713588125747281636322	0.00158626181203279907751734691975760516	True
8	0.828227699912771971406889137553238853	0.481793334870785767879287798674569319	0.709423948887157666118166217784861299	0.00601080441819689097517492343885901204	-0.00208892285426869594851901911410119998	-0.0113745428908582258089360757737202378	True
9	0.494088526796962310077266902746426484	0.980424490304014395546229226282785991	0.992249270861592039576248574312539337	0.00270749564204235838709753798426774962	0.0059937260974905712853749256687188778	0.00391505106217664730547582383366452437	True
10	0.195049426747139924085762560362583674	0.838117081036314019069144794547060776	0.674269122604214481617688022915719753	0.000661457420559690797659524446925992644	0.00879407291674317931273240714551851553	0.00627936186197574963726107750628132426	True
11	0.399008296320286117229247157375822932	0.443814236042547530957313837530252894	0.65427337455586092902613401517257456	0.00200820408628719301884053623470958021	0.00844789121141524217344607237631977794	0.00554286727155429202772900874143753032	True
12	0.429171744675128548247036386662166215	0.11342957344815882568119710874437853	0.393472456357316752210049480777618612	-0.00914976546231375652742559099669262242	0.00820155076124074048811328110231240988	0.00274031748103798578625901515533784306	True
