particle	x_0	y_0	z_0	delta x	delta y	delta z	stable?
0	0.336132523310101496418540615765977692	0.599460361681068947095022738909782751	0.0642373319079679462231419896714517685	0.000785430236838483313224400859571495756	0.0126062024393579807437344018805594311	0.00357138261187980033935437808806092535	True
1	0.709544316726095120294542766401313183	0.347385800535739420441282972850556283	0.121327493708414853463019220789684955	-0.00321341653745462525030681431685115535	0.00209075582478391661658959982597954666	0.00089072453986206282790043885144350989	True
2	0.637889567078818325932672065956611141	0.71825661102123973099535357508619925	0.38319450344561183073899788999410052	-0.00115192062676432694278596652065995994	0.0103772305564952710368654213558408048	-2.73247553373929892981496441555185508e-05	True
3	0.998310415657672641736286538356256379	0.0492471403558164861195049034907830056	0.320244099593890979650153839205334194	-0.00938726519787167289779534139204223645	-0.0232879523357461404760190240980572466	-0.00600653165620959955054407384234292381	True
4	0.901005782787916535175809979078602522	0.758248427170030824120781747211398839	0.0208626252281217210653441823457090552	-0.00484102053271579899317460372941841021	-0.0140639810849309900829018281891241856	-0.00626894430342150260321138936584229072	True
5	0.118416029289527334479777455557973598	0.22327914410512843987084735282168864	0.928693869199351585800640500580552317	0.0010966748101269352216807176188715013	0.00922776750726364851774994292695511479	0.00982855671091843672960926935063719852	True
6	0.0588720476981803178297651137373860476	0.498820038162301558113640728340869777	0.363438159115363637808812304850407345	0.0144338281430141346667245029326306277	-0.0350292000189832072387313667536487886	-0.0111806854474811537184517750327987427	True
7	0.771957284531977721811589958493776109	0.041765870840299323323866234481696275	0.683268645838814128064619329772819144	-0.000429792228262058812722193542209050869	0.00379780076663537734106397776931055921	0.00181021495979103792745892679449928647	True
8	0.825263245356245640627059310632341967	0.483920816142545483705463716205500963	0.709928592906223099429696649340353249	0.00740612880151389120490591849726049646	-0.00274874307460769500399946644841959307	-0.0137836762269360593272366505130849096	True
9	0.494575591502910369138381614541850085	0.980937375954634679093935592180981051	0.988055659871244456477584126257460134	0.00320498505559451381245506585717354325	0.00681858525907211954033031280199949842	0.00508237736085677691024948742347432601	True
10	0.195555881480424459073028719221146132	0.838157861349044660053226318495214636	0.675054244545283326541454919192087226	0.000613527540556481092279878875389785442	0.0104216552268817913230032430459647222	0.00705793436267768935950357444003502546	True
11	0.400662521894189870173416414027236784	0.441384374531407132847000607316395422	0.657429103737274933580370284020394692	0.00300505423919776881509668490776900313	0.0101575607851366104452207773099555375	0.00661623795291456904935997198792456447	True
12	0.428217382283265356068222098003553089	0.114312552359164251304603112816935755	0.390384804730706639289919222971929518	-0.0120793939501164817751113286598383951	0.0102687379926764749151444432802019145	0.00302671828337332634755186510163091149	True
