nDim	2
numParticles	13
phi	0.899999999999999999999999999999998767
potentialPower	2.5
excessContacts	4
energy	0.0209954171105539977087517221642571175
pressure	0.015968358619346938295340023747211362
LEshift	0
isFinished	1
