nDim	2
numParticles	11
phi	0.899999999999999999999999999999998767
potentialPower	2.5
excessContacts	4
energy	0.0140753445654119663405227363639516139
pressure	0.0152861997048465742228425013473351007
LEshift	0
isFinished	1
